,class,area,lotfrontage,quality,year_built,living_area,garage_area,year_sold,price
1011,90,9825,75.0,5,1965,1664,0,2010,100000
1012,70,10592,55.0,6,1923,1502,180,2007,165000
1013,30,7200,60.0,5,1910,1022,280,2009,85000
1014,20,11664,60.0,6,1948,1082,240,2007,119200
1015,60,8400,70.0,8,2001,1665,528,2009,227000
1016,20,11883,73.0,7,1996,1504,478,2009,203000
1017,120,5814,70.04995836802665,8,1984,1360,565,2009,187500
1018,80,10784,70.04995836802665,7,1991,1472,402,2007,160000
1019,120,3013,43.0,7,2005,1506,440,2006,213490
1020,20,7024,60.0,4,2005,1132,451,2008,176000
1021,20,7406,64.0,7,2006,1220,632,2006,194000
1022,50,9439,52.0,5,1930,1248,160,2007,87000
1023,120,3182,43.0,7,2005,1504,437,2008,191000
1024,20,15498,70.04995836802665,8,1976,2898,665,2008,287000
1025,20,7700,70.0,5,1972,882,461,2007,112500
1026,20,9300,73.0,5,1960,1264,461,2010,167500
1027,20,9520,71.0,8,2007,1646,800,2008,293077
1028,50,9492,79.0,5,1941,1376,240,2007,105000
1029,160,1680,21.0,6,1972,1218,264,2006,118000
1030,190,7082,70.04995836802665,5,1916,1928,0,2006,160000
1031,75,15863,102.0,7,1920,3082,672,2009,197000
1032,60,14541,70.04995836802665,8,1993,2520,796,2006,310000
1033,20,8125,70.04995836802665,7,2002,1654,900,2006,230000
1034,30,6305,50.0,5,1938,954,240,2007,119750
1035,20,11500,70.04995836802665,4,1957,845,290,2009,84000
1036,20,12898,89.0,9,2007,1620,912,2009,315500
1037,60,9240,70.04995836802665,8,2001,2263,905,2008,287000
1038,160,1533,21.0,4,1970,1344,0,2009,97000
1039,180,1477,21.0,4,1970,630,286,2009,80000
1040,20,13125,88.0,5,1957,1803,484,2006,155000
1041,60,9130,70.04995836802665,6,1966,1632,484,2008,173000
1042,120,5381,34.0,6,2005,1306,624,2009,196000
1043,60,11839,86.0,7,1990,2329,514,2008,262280
1044,20,9600,80.0,8,1981,2524,542,2009,278000
1045,20,13680,70.04995836802665,3,1955,1733,452,2009,139600
1046,60,16056,85.0,9,2005,2868,716,2006,556581
1047,20,9245,57.0,5,1994,990,672,2008,145000
1048,20,21750,100.0,5,1960,1771,336,2009,115000
1049,20,11100,60.0,4,1946,930,308,2010,84900
1050,20,8993,73.0,7,2007,1302,436,2007,176485
1051,20,11175,103.0,7,2007,1316,440,2007,200141
1052,60,9500,100.0,6,1964,1977,540,2007,165000
1053,20,8562,68.0,5,1957,1526,364,2010,144500
1054,60,11367,90.0,8,2002,1989,586,2006,255000
1055,20,11361,104.0,6,1976,1523,478,2008,180000
1056,120,7052,43.0,7,2005,1364,484,2006,185850
1057,60,29959,70.04995836802665,7,1994,1850,467,2009,248000
1058,60,11308,96.0,9,2008,2184,836,2009,335000
1059,50,11275,70.04995836802665,6,1932,1991,432,2007,220000
1060,120,4920,41.0,8,2001,1338,582,2010,213500
1061,30,18000,120.0,3,1935,894,1248,2008,81000
1062,190,13600,85.0,5,1900,2337,560,2007,90000
1063,30,6000,50.0,6,1925,1103,440,2006,110500
1064,20,11000,70.04995836802665,5,1966,1154,480,2009,154000
1065,60,14000,80.0,7,1996,2260,533,2010,328000
1066,60,7837,59.0,6,1993,1571,380,2009,178000
1067,60,9760,80.0,6,1964,1611,442,2008,167900
1068,160,3964,42.0,6,1973,2521,576,2006,151400
1069,45,9600,60.0,5,1949,893,576,2007,135000
1070,20,10152,72.0,5,1956,1048,286,2007,135000
1071,60,11700,78.0,6,1968,1556,441,2009,154000
1072,50,7585,50.0,5,1948,1456,280,2006,91500
1073,60,7950,75.0,6,1977,1426,440,2009,159500
1074,20,8556,74.0,7,2006,1240,826,2007,194000
1075,70,13125,75.0,7,1940,1740,240,2007,219500
1076,50,10800,60.0,5,1936,1466,566,2006,170000
1077,20,15870,70.04995836802665,5,1969,1096,299,2006,138800
1078,120,4435,37.0,6,2004,848,420,2006,155900
1079,20,8775,65.0,5,1994,990,299,2007,126000
1080,20,11040,80.0,6,1971,1258,528,2008,145000
1081,20,7500,75.0,5,1963,1040,308,2010,133000
1082,20,8749,70.0,7,2002,1459,527,2007,192000
1083,20,8800,80.0,6,1964,1251,461,2006,160000
1084,60,13031,70.04995836802665,6,1995,1498,409,2006,187500
1085,85,9069,73.0,6,1992,996,564,2010,147000
1086,160,1974,70.04995836802665,4,1973,1092,286,2010,83500
1087,60,10574,85.0,8,2005,1953,1043,2009,252000
1088,160,2522,24.0,7,2004,1709,380,2006,137500
1089,120,3316,37.0,8,2005,1247,550,2006,197000
1090,90,8544,60.0,3,1950,1040,400,2009,92900
1091,160,2160,24.0,7,1999,1252,462,2008,160000
1092,50,8400,60.0,6,1925,1694,576,2008,136500
1093,20,9230,71.0,5,1965,1200,884,2006,146000
1094,20,5868,74.0,5,1956,936,308,2010,129000
1095,20,9317,78.0,6,2006,1314,440,2007,176432
1096,70,6882,60.0,6,1914,1355,0,2007,127000
1097,120,3696,70.04995836802665,8,1986,1088,461,2007,170000
1098,50,6000,50.0,4,1936,1324,240,2009,128000
1099,20,11880,82.0,7,1978,1601,478,2009,157000
1100,30,8400,60.0,2,1920,438,246,2009,60000
1101,20,9758,61.0,5,1971,950,280,2007,119500
1102,20,7000,70.0,5,1960,1134,254,2007,135000
1103,20,8910,79.0,6,1959,1194,539,2006,159500
1104,160,2016,24.0,5,1970,1302,440,2007,106000
1105,60,12256,98.0,8,1994,2622,712,2010,325000
1106,20,10357,114.0,7,1990,1442,719,2007,179900
1107,60,23257,168.0,7,2006,2021,422,2006,274725
1108,60,8063,70.04995836802665,6,2000,1690,463,2007,181000
1109,20,11362,107.0,8,2004,1836,862,2009,280000
1110,60,8000,70.04995836802665,6,1995,1658,431,2008,188000
1111,60,10480,80.0,7,1976,1964,483,2008,205000
1112,20,7100,73.0,5,1957,816,308,2006,129900
1113,20,8923,66.0,5,1953,1008,240,2007,134500
1114,20,5400,90.0,5,1954,833,326,2006,117000
1115,20,12085,93.0,8,2007,1734,928,2007,318000
1116,80,7750,70.04995836802665,8,2002,1419,527,2009,184100
1117,20,9764,57.0,5,1967,894,450,2008,130000
1118,80,13825,85.0,5,1958,1601,300,2008,140000
1119,20,7560,70.0,5,1959,1040,286,2006,133700
1120,30,8263,59.0,6,1920,1012,308,2007,118400
1121,20,10084,84.0,7,2005,1552,782,2006,212900
1122,20,8926,70.04995836802665,4,1956,960,288,2009,112000
1123,20,9405,50.0,5,1947,698,0,2009,118000
1124,80,9125,70.04995836802665,7,1992,1482,392,2007,163900
1125,20,10434,60.0,4,1955,1005,672,2009,115000
1126,120,3684,53.0,7,2007,1555,660,2009,174000
1127,20,14572,182.0,7,2004,1530,630,2007,259000
1128,60,11796,59.0,7,2004,1959,434,2007,215000
1129,90,7200,60.0,5,1980,936,672,2007,140000
1130,50,7804,65.0,4,1928,1981,576,2009,135000
1131,20,10712,63.0,5,1991,974,0,2007,93500
1132,70,9900,90.0,6,1880,2210,205,2007,117500
1133,60,9828,80.0,8,1995,2020,466,2009,239500
1134,60,8773,57.0,6,1997,1600,460,2007,169000
1135,30,6180,60.0,6,1926,986,180,2007,102000
1136,50,9600,80.0,6,1950,1252,288,2008,119000
1137,50,6342,54.0,5,1875,1020,0,2010,94000
1138,20,9819,70.04995836802665,6,1977,1567,714,2009,196000
1139,30,8731,98.0,5,1920,1167,495,2007,144000
1140,20,7350,60.0,5,1951,952,840,2008,139000
1141,60,10304,70.04995836802665,5,1976,1868,484,2009,197500
1142,60,9965,77.0,8,2006,2828,1052,2007,424870
1143,20,9000,70.04995836802665,5,1959,1006,0,2008,80000
1144,190,12180,60.0,4,1941,924,280,2010,80000
1145,50,6240,52.0,5,1928,1576,225,2006,149000
1146,20,11200,70.04995836802665,6,1985,1298,403,2006,180000
1147,70,12000,75.0,7,1941,1564,234,2009,174500
1148,50,5700,70.04995836802665,7,1926,1111,288,2008,116900
1149,70,9000,50.0,7,1920,1482,324,2009,143000
1150,20,8280,57.0,6,1950,932,306,2007,124000
1151,20,17755,134.0,5,1959,1466,528,2006,149900
1152,20,14115,90.0,6,1956,1811,470,2006,230000
1153,30,5890,70.04995836802665,6,1930,816,432,2008,120500
1154,60,13700,70.04995836802665,7,1965,1820,492,2008,201800
1155,20,10768,90.0,5,1976,1437,528,2007,218000
1156,80,9350,85.0,5,1965,1265,502,2008,179900
1157,120,5001,34.0,7,2007,1314,626,2009,230000
1158,20,11932,92.0,8,2007,1580,830,2008,235128
1159,60,9120,76.0,6,1974,1876,540,2008,185000
1160,160,2280,24.0,6,1978,1456,440,2010,146000
1161,20,14778,70.04995836802665,6,1954,1640,924,2008,224000
1162,20,8724,109.0,5,1968,894,450,2007,129000
1163,90,12900,60.0,4,1969,1258,400,2008,108959
1164,80,16157,70.04995836802665,5,1978,1432,588,2007,194000
1165,20,9541,79.0,7,2009,1502,644,2009,233170
1166,20,10475,64.0,8,2008,1694,776,2010,245350
1167,60,10852,58.0,6,2000,1671,472,2006,173000
1168,70,13728,120.0,6,1935,2108,540,2008,235000
1169,60,35760,118.0,10,1995,3627,807,2006,625000
1170,80,9880,76.0,6,1977,1118,358,2008,171000
1171,20,9120,76.0,6,1958,1261,433,2008,163000
1172,160,4017,35.0,7,2006,1250,625,2008,171900
1173,50,18030,138.0,5,1946,3086,0,2007,200500
1174,70,16560,80.0,6,1932,2345,360,2006,239000
1175,50,10678,85.0,8,1992,2872,541,2007,285000
1176,20,6951,37.0,5,1984,923,264,2008,119500
1177,50,3950,70.04995836802665,6,1926,1224,210,2009,115000
1178,50,7681,54.0,5,1921,1343,186,2009,154900
1179,20,8335,77.0,5,1954,1124,0,2006,93000
1180,60,11170,70.04995836802665,7,1990,2514,693,2006,250000
1181,120,5587,64.0,8,2008,1652,482,2008,392500
1182,60,15623,160.0,10,1996,4476,813,2007,745000
1183,30,10800,60.0,5,1920,1130,720,2006,120000
1184,20,35133,50.0,5,1963,1572,995,2007,186700
1185,50,9738,60.0,5,1924,1221,392,2006,104900
1186,190,10615,107.0,3,1900,1699,420,2009,95000
1187,20,12461,89.0,8,1994,1624,757,2006,262000
1188,60,8935,68.0,7,2002,1660,493,2009,195000
1189,60,7500,60.0,7,1999,1804,442,2010,189000
1190,190,32463,70.04995836802665,4,1961,1622,1356,2007,168000
1191,160,2645,24.0,8,1999,1441,492,2007,174000
1192,50,9600,60.0,5,1925,1472,250,2007,125000
1193,120,4500,70.04995836802665,6,1999,1224,402,2009,165000
1194,60,9364,80.0,6,1969,1352,299,2010,158000
1195,60,8029,51.0,6,2005,1456,400,2008,176000
1196,60,14054,58.0,7,2006,1863,660,2006,219210
1197,75,8850,65.0,7,1916,1690,225,2006,144000
1198,20,9100,70.0,7,2001,1212,573,2009,178000
1199,20,11235,75.0,4,1963,1382,459,2006,148000
1200,20,9353,71.0,4,1970,864,280,2006,116050
1201,60,10400,80.0,7,1998,1779,546,2009,197900
1202,50,6000,50.0,5,1925,1348,216,2009,117000
1203,20,9750,75.0,7,2000,1630,451,2009,213000
1204,20,10140,78.0,5,1975,1074,495,2006,153500
1205,20,14684,90.0,7,1990,2196,701,2009,271900
1206,20,8900,70.04995836802665,4,1966,1056,384,2006,107000
1207,20,9135,70.0,6,2003,1700,544,2006,200000
1208,20,7763,70.0,5,1962,1283,506,2008,140000
1209,20,10182,85.0,8,2006,1660,500,2006,290000
1210,60,11218,70.0,6,1992,1845,462,2010,189000
1211,50,12134,152.0,8,1988,1752,492,2010,164000
1212,30,9340,50.0,4,1941,672,234,2009,113000
1213,80,10246,70.04995836802665,4,1965,960,364,2006,145000
1214,85,10205,69.0,5,1962,999,300,2006,134500
1215,20,7094,99.0,5,1966,894,384,2007,125000
1216,90,8930,68.0,6,1978,1902,539,2010,112000
1217,20,8640,72.0,8,2009,1314,552,2009,229456
1218,50,6240,52.0,4,1947,912,0,2006,80500
1219,160,1680,21.0,6,1971,1218,0,2006,91500
1220,20,7800,66.0,5,1964,912,288,2006,115000
1221,20,8250,55.0,5,1968,1211,322,2008,134000
1222,50,10496,78.0,6,1949,1846,315,2007,143000
1223,20,10680,89.0,5,1951,2136,528,2006,137900
1224,60,15384,60.0,7,2004,1490,388,2008,184000
1225,80,10482,65.0,6,1958,1138,264,2007,145000
1226,60,14598,86.0,6,2007,1933,668,2008,214000
1227,20,8872,72.0,5,1965,912,576,2008,147000
1228,120,8769,65.0,9,2008,1702,1052,2008,367294
1229,80,7910,70.0,5,1960,1507,404,2008,127000
1230,90,18890,70.04995836802665,5,1977,2620,600,2007,190000
1231,90,7728,70.0,5,1962,1190,540,2006,132500
1232,90,9842,70.0,4,1962,1224,462,2007,101800
1233,20,12160,70.04995836802665,5,1959,1188,531,2010,142000
1234,70,8525,55.0,5,1911,1964,0,2008,130000
1235,70,13132,96.0,5,1914,1784,180,2006,138887
1236,160,2628,36.0,7,2003,1626,474,2010,175500
1237,60,12393,41.0,7,2004,1948,434,2006,195000
1238,20,13072,63.0,6,2005,1141,484,2006,142500
1239,20,9037,64.0,8,2006,1484,472,2007,265900
1240,60,8158,65.0,7,2003,1768,543,2008,224900
1241,20,9849,83.0,7,2007,1689,954,2007,248328
1242,85,10625,85.0,7,1974,1173,528,2010,170000
1243,20,13891,107.0,10,2006,2076,850,2006,465000
1244,70,11435,70.04995836802665,8,1929,1517,400,2006,230000
1245,80,12090,78.0,6,1984,1868,477,2007,178000
1246,60,8125,65.0,7,2005,1553,615,2006,186500
1247,80,12328,70.04995836802665,6,1976,1034,888,2010,169900
1248,75,9600,60.0,6,1917,2058,396,2008,129500
1249,20,7200,60.0,5,1950,988,276,2007,119000
1250,20,11160,93.0,7,1968,2110,522,2010,244000
1251,120,3136,70.04995836802665,7,2003,1405,478,2006,171750
1252,20,9858,62.0,5,1968,874,288,2009,130000
1253,60,17542,70.04995836802665,7,1974,2167,518,2007,294000
1254,60,6931,60.0,7,2003,1656,397,2008,165400
1255,50,6240,52.0,6,1931,1367,560,2007,127500
1256,20,14303,91.0,8,1994,1987,691,2008,301500
1257,30,4060,56.0,5,1922,864,0,2009,99900
1258,80,9587,59.0,7,2005,1166,400,2008,190000
1259,20,9750,65.0,6,1969,1054,460,2008,151000
1260,60,24682,70.04995836802665,6,1999,1675,502,2009,181000
1261,20,9600,80.0,5,1956,1050,338,2009,128900
1262,50,11250,70.04995836802665,4,1957,1788,304,2009,161500
1263,70,13515,60.0,6,1919,1824,520,2007,180500
1264,120,4060,34.0,6,1998,1337,511,2008,181000
1265,160,3735,35.0,7,1999,1452,506,2006,183900
1266,190,10120,60.0,7,1910,1889,308,2007,122000
1267,20,13214,89.0,9,2008,2018,746,2010,378500
1268,50,14100,70.04995836802665,8,1935,3447,1014,2008,381000
1269,50,11344,78.0,5,1958,1524,315,2007,144000
1270,40,23595,70.04995836802665,7,1979,1524,586,2010,260000
1271,20,9156,70.04995836802665,6,1968,1489,462,2009,185750
1272,20,13526,70.04995836802665,5,1965,935,288,2006,137000
1273,80,11512,124.0,6,1959,1357,312,2008,177000
1274,50,5362,53.0,5,1910,1250,552,2007,139000
1275,90,11345,95.0,5,1948,1920,400,2007,137000
1276,60,12936,70.04995836802665,6,1972,1395,497,2009,162000
1277,80,17871,70.04995836802665,6,1967,1724,480,2009,197900
1278,60,9473,75.0,8,2002,2031,577,2008,237000
1279,50,7500,60.0,4,1920,1128,528,2010,68400
1280,20,9808,67.0,7,2002,1573,544,2009,227000
1281,20,8049,50.0,7,1990,1339,484,2006,180000
1282,20,8800,61.0,5,1977,1040,484,2009,150500
1283,90,9400,94.0,6,1971,1824,0,2010,139000
1284,50,9638,50.0,6,1919,2447,336,2010,169000
1285,50,6000,50.0,6,1939,1412,280,2009,132500
1286,20,9790,70.04995836802665,6,1963,1328,528,2010,143000
1287,20,36500,70.04995836802665,5,1964,1582,390,2006,190000
1288,120,5664,40.0,8,2000,1659,499,2009,278000
1289,60,11065,86.0,8,2006,1970,753,2006,281000
1290,80,14112,70.04995836802665,5,1964,1152,484,2010,180500
1291,160,1680,21.0,5,1972,1302,264,2009,119500
1292,70,6600,60.0,5,1892,2372,432,2009,107500
1293,60,10140,78.0,7,1976,1664,528,2006,162900
1294,20,8172,60.0,5,1955,864,572,2006,115000
1295,20,8400,70.0,5,1968,1052,288,2006,138500
1296,20,8700,80.0,5,1963,1128,525,2008,155000
1297,180,3675,35.0,6,2005,1072,525,2006,140000
1298,60,63887,313.0,10,2008,5642,1418,2008,160000
1299,20,7500,75.0,5,1959,1246,305,2010,154000
1300,60,10762,70.04995836802665,7,1999,1983,490,2009,225000
1301,70,7500,70.04995836802665,6,1942,1494,213,2009,177500
1302,60,10120,92.0,8,1994,2526,844,2006,290000
1303,20,8688,73.0,7,2005,1616,834,2006,232000
1304,160,3363,32.0,7,2004,1708,380,2006,130000
1305,20,13173,108.0,9,2006,1652,840,2009,325000
1306,120,6955,48.0,7,2005,1368,474,2006,202500
1307,20,8072,60.0,5,1994,990,480,2009,138000
1308,20,12000,100.0,5,1948,1122,528,2008,147000
1309,20,7153,70.04995836802665,6,1991,1294,496,2008,179200
1310,20,17500,100.0,7,1959,1902,567,2010,335000
1311,20,8814,68.0,7,2005,1274,508,2007,203000
1312,60,9572,70.04995836802665,8,1990,2810,750,2007,302000
1313,60,14774,108.0,9,1999,2599,779,2010,333168
1314,20,8190,60.0,4,1954,948,280,2007,119000
1315,60,11075,85.0,6,1969,2112,576,2008,206900
1316,20,10226,61.0,8,2008,1630,860,2009,295493
1317,120,4230,47.0,7,2006,1352,466,2007,208900
1318,20,14781,70.04995836802665,8,2001,1787,748,2006,275000
1319,20,10215,75.0,4,1954,948,248,2007,111000
1320,20,8400,70.0,6,1957,1478,442,2009,156500
1321,20,6627,70.04995836802665,3,1949,720,287,2008,72500
1322,60,10186,107.0,7,1992,1923,564,2010,190000
1323,30,5330,50.0,4,1940,708,0,2009,82500
1324,20,9986,75.0,8,2006,1795,895,2007,147000
1325,30,3636,40.0,4,1922,796,0,2008,55000
1326,30,4270,70.0,3,1931,774,0,2007,79000
1327,20,6600,60.0,5,1982,816,264,2008,130500
1328,50,10440,60.0,6,1920,2792,520,2008,256000
1329,60,9084,63.0,7,1998,1632,462,2006,176500
1330,20,10000,85.0,8,2006,1588,825,2007,227000
1331,80,10780,55.0,5,1976,954,576,2006,132500
1332,20,8877,67.0,4,1938,816,288,2009,100000
1333,50,7200,60.0,5,1938,1360,297,2006,125500
1334,160,2368,24.0,5,1970,1365,440,2009,125000
1335,20,9650,80.0,6,1977,1334,630,2009,167900
1336,90,9246,87.0,5,1973,1656,506,2008,135000
1337,30,4118,153.0,4,1941,693,0,2006,52500
1338,60,13450,95.0,7,2002,1861,492,2006,200000
1339,20,9560,120.0,5,1972,864,288,2006,128500
1340,20,8294,70.0,4,1971,872,480,2007,123000
1341,20,13695,66.0,6,2003,1114,576,2008,155000
1342,60,9375,70.04995836802665,8,2002,2169,647,2007,228500
1343,50,7558,57.0,6,1928,1913,342,2009,177000
1344,60,11103,85.0,7,2006,1456,440,2007,155835
1345,30,6000,50.0,4,1920,960,308,2007,108500
1346,20,20781,70.04995836802665,7,1968,2156,508,2006,262500
1347,20,15306,93.0,8,2006,1776,712,2007,283463
1348,20,16196,70.04995836802665,7,1998,1494,514,2007,215000
1349,70,5250,50.0,8,1872,2358,0,2008,122000
1350,90,11643,91.0,5,1969,2634,968,2009,200000
1351,60,9247,70.0,6,1962,1716,490,2008,171000
1352,50,6000,50.0,6,1937,1176,624,2009,134900
1353,50,14720,56.0,8,1995,3238,666,2010,410000
1354,60,10316,70.04995836802665,7,2000,1865,839,2008,235000
1355,80,10192,102.0,7,1968,1920,487,2006,170000
1356,20,9477,70.04995836802665,5,1966,892,264,2008,110000
1357,20,12537,70.04995836802665,5,1971,1078,500,2010,149900
1358,160,2117,70.04995836802665,6,2000,1573,440,2010,177500
1359,20,16737,129.0,9,2004,1980,770,2006,315000
1360,70,9842,51.0,5,1921,2601,621,2008,189000
1361,20,16158,124.0,7,2005,1530,430,2009,260000
1362,50,12513,70.04995836802665,4,1920,1738,368,2009,104900
1363,60,8499,73.0,6,2006,1412,432,2007,156932
1364,160,3180,30.0,7,2005,1200,480,2006,144152
1365,60,7500,70.04995836802665,7,2000,1674,663,2010,216000
1366,60,9179,68.0,7,1999,1790,588,2008,193000
1367,160,2665,41.0,5,1977,1475,336,2006,127000
1368,120,4435,70.04995836802665,6,2003,848,420,2009,144000
1369,20,10635,48.0,8,2003,1668,502,2010,232000
1370,50,5400,90.0,4,1920,1374,338,2009,105000
1371,80,9600,80.0,6,1955,1661,377,2008,165500
1372,60,9750,75.0,7,1998,2097,583,2006,274300
1373,20,11400,70.04995836802665,10,2001,2633,804,2007,466500
1374,60,10625,85.0,7,2005,1958,936,2008,250000
1375,20,10991,89.0,8,2007,1571,722,2007,239000
1376,30,6292,52.0,6,1930,790,160,2008,91000
1377,50,10998,60.0,5,1941,1604,660,2009,117000
1378,160,1953,21.0,6,1973,987,264,2006,83000
1379,80,9735,73.0,5,2006,1394,400,2008,167500
1380,30,8212,45.0,3,1914,864,200,2010,58500
1381,20,12925,70.04995836802665,6,1970,2117,550,2008,237500
1382,70,7200,60.0,7,1920,1762,576,2006,157000
1383,30,25339,70.04995836802665,5,1918,1416,576,2007,112000
1384,50,9060,60.0,6,1939,1258,280,2009,105000
1385,50,5436,40.0,4,1922,1154,240,2010,125500
1386,60,16692,80.0,7,1978,2784,564,2006,250000
1387,50,8520,60.0,6,1916,2526,216,2007,136000
1388,20,14892,42.0,9,2006,1746,758,2009,377500
1389,50,6000,60.0,6,1941,1218,440,2007,131000
1390,20,9100,70.0,7,2000,1525,541,2006,235000
1391,90,8944,65.0,5,1967,1584,792,2009,124000
1392,85,7838,68.0,5,1967,900,288,2006,123000
1393,190,10800,60.0,6,1905,1912,672,2008,163000
1394,120,4045,53.0,7,2006,1500,648,2006,246578
1395,60,12665,88.0,8,2005,2482,642,2007,281213
1396,20,57200,70.04995836802665,5,1948,1687,572,2010,160000
1397,70,6120,51.0,5,1920,1513,180,2007,137500
1398,50,7200,60.0,5,1950,1904,240,2009,138000
1399,50,6171,51.0,6,1925,1608,216,2009,137450
1400,50,6000,50.0,6,1929,1158,208,2008,120000
1401,60,7415,62.0,6,2004,1593,398,2008,193000
1402,20,6762,64.0,7,2006,1294,662,2006,193879
1403,20,15256,49.0,8,2007,1464,754,2007,282922
1404,50,10410,60.0,3,1915,1214,936,2006,105000
1405,120,3842,44.0,8,2004,1646,482,2008,275000
1406,85,8445,70.0,5,1972,768,396,2009,133000
1407,20,8780,70.04995836802665,5,1985,833,0,2009,112000
1408,70,7740,60.0,4,1910,1363,528,2010,125500
1409,60,20544,46.0,7,1986,2093,542,2008,215000
1410,60,12420,79.0,7,2001,1840,622,2009,230000
1411,50,9600,80.0,6,1950,1668,271,2009,140000
1412,90,7200,60.0,4,1949,1040,420,2009,90000
1413,20,10994,88.0,8,2005,1844,620,2009,257000
1414,50,13053,64.0,6,1923,1848,370,2008,207000
1415,120,3635,51.0,7,2007,1569,660,2009,175900
1416,190,11340,60.0,4,1885,2290,560,2010,122500
1417,60,16545,70.04995836802665,8,1998,2450,1069,2009,340000
1418,20,9204,71.0,5,1963,1144,336,2008,124000
1419,20,16381,70.04995836802665,6,1969,1844,540,2006,223000
1420,60,11700,90.0,6,1968,1416,776,2006,179900
1421,120,4043,53.0,6,1977,1069,440,2010,127500
1422,120,4435,37.0,6,2003,848,420,2008,136500
1423,80,19690,70.04995836802665,6,1966,2201,432,2006,274970
1424,20,9503,70.04995836802665,5,1958,1344,484,2007,144000
1425,20,10721,80.0,6,1959,1252,528,2008,142000
1426,60,10944,81.0,7,1994,2127,525,2008,271000
1427,50,10930,60.0,5,1945,1558,288,2008,140000
1428,30,7200,60.0,5,1940,804,240,2010,119000
1429,20,12546,70.04995836802665,6,1981,1440,467,2007,182900
1430,60,21930,60.0,5,2005,1838,372,2006,192140
1431,120,4928,70.04995836802665,6,1976,958,440,2009,143750
1432,30,10800,60.0,4,1927,968,216,2007,64500
1433,60,10261,93.0,6,2000,1792,451,2008,186500
1434,20,17400,80.0,5,1977,1126,484,2006,160000
1435,20,8400,80.0,6,1962,1537,462,2008,174000
1436,20,9000,60.0,4,1971,864,528,2007,120500
1437,20,12444,96.0,8,2008,1932,774,2008,394617
1438,20,7407,90.0,6,1957,1236,923,2010,149700
1439,60,11584,80.0,7,1979,1725,550,2007,197000
1440,70,11526,79.0,6,1922,2555,672,2008,191000
1441,120,4426,70.04995836802665,6,2004,848,420,2008,149300
1442,60,11003,85.0,10,2008,2007,812,2009,310000
1443,30,8854,70.04995836802665,6,1916,952,192,2009,121000
1444,20,8500,63.0,7,2004,1422,626,2007,179600
1445,85,8400,70.0,6,1966,913,240,2007,129000
1446,20,26142,70.04995836802665,5,1962,1188,312,2010,157900
1447,60,10000,80.0,8,1995,2090,556,2007,240000
1448,50,11767,70.0,4,1910,1346,384,2007,112000
1449,180,1533,21.0,5,1970,630,0,2006,92000
1450,90,9000,60.0,5,1974,1792,0,2009,136000
1451,20,9262,78.0,8,2008,1578,840,2009,287090
1452,180,3675,35.0,5,2005,1072,525,2006,145000
1453,20,17217,90.0,5,2006,1140,0,2006,84500
1454,20,7500,62.0,7,2004,1221,400,2009,185000
1455,60,7917,62.0,6,1999,1647,460,2007,175000
1456,20,13175,85.0,6,1978,2073,500,2010,210000
1457,70,9042,66.0,7,1941,2340,252,2010,266500
1458,20,9717,68.0,5,1950,1078,240,2010,142125
1459,20,9937,75.0,5,1965,1256,276,2008,147500
